emp_no,first_name,last_name,to_date,hire_date,from_date,title,present_date,days_of_service
238873,Zongyan,Hartvigsen,9999-01-01,1996-03-24,1996-03-24,Staff,2021-06-09,9208
238877,Patricia,Wallrath,9999-01-01,1998-07-27,1998-10-22,Engineer,2021-06-09,8353
238958,Shahid,Cardazo,9999-01-01,1998-02-25,1998-02-25,Engineer,2021-06-09,8505
238970,Marco,Schrift,9999-01-01,1998-05-20,1998-10-10,Staff,2021-06-09,8421
238975,Debatosh,Jervis,9999-01-01,1997-05-26,1997-05-26,Senior Engineer,2021-06-09,8780
238989,Matk,Kropatsch,9999-01-01,1999-01-25,1999-11-06,Senior Staff,2021-06-09,8171
239002,Toney,Lorch,9999-01-01,1996-11-21,1996-11-21,Senior Staff,2021-06-09,8966
239025,Urs,Cappelletti,9999-01-01,1996-05-25,1997-07-21,Engineer,2021-06-09,9146
239035,Mizuhito,Alblas,9999-01-01,1996-02-06,1996-02-06,Staff,2021-06-09,9255
239041,Sudharsan,Stellhorn,9999-01-01,1998-04-20,1998-04-20,Engineer,2021-06-09,8451
239053,Matt,Bergere,9999-01-01,1996-09-06,1999-08-08,Senior Engineer,2021-06-09,9042
239055,Kazuhiro,Debuse,9999-01-01,1997-06-30,1997-06-30,Staff,2021-06-09,8745
239064,Phule,Vanwelkenhuysen,9999-01-01,1997-07-12,1997-07-12,Senior Staff,2021-06-09,8733
239104,Pranjal,Leivant,9999-01-01,1996-02-27,1996-02-27,Staff,2021-06-09,9234
239122,Otilia,Montresor,9999-01-01,1997-11-23,1999-03-02,Staff,2021-06-09,8599
239151,Berna,Barvinok,9999-01-01,1997-07-26,1997-07-26,Senior Engineer,2021-06-09,8719
239189,Christ,Zirintsis,9999-01-01,1996-10-08,2000-01-24,Technique Leader,2021-06-09,9010
239241,Jolita,Tramer,9999-01-01,1996-03-26,1996-03-26,Staff,2021-06-09,9206
239246,Shawna,Zongker,9999-01-01,1996-12-11,1996-12-11,Staff,2021-06-09,8946
239253,Shigeaki,Majewski,9999-01-01,1999-01-26,1999-01-28,Staff,2021-06-09,8170
239278,Xiaobin,Sommen,9999-01-01,1996-03-31,1996-03-31,Engineer,2021-06-09,9201
239279,Anestis,Isard,9999-01-01,1998-09-25,1999-03-23,Staff,2021-06-09,8293
239284,Krister,Rothe,9999-01-01,1998-09-02,1999-05-26,Senior Staff,2021-06-09,8316
239357,Tze,Middleton,9999-01-01,1996-03-15,1999-05-26,Engineer,2021-06-09,9217
239360,Ung,Jumpertz,9999-01-01,1997-01-10,1997-01-10,Engineer,2021-06-09,8916
239412,Rildo,Matzen,9999-01-01,1998-05-26,1998-05-26,Senior Engineer,2021-06-09,8415
239433,Bangqing,Sifakis,9999-01-01,1996-07-30,1996-07-30,Senior Engineer,2021-06-09,9080
239451,Mansur,Erie,9999-01-01,1997-06-23,1997-06-23,Staff,2021-06-09,8752
239470,Leah,Krohn,9999-01-01,1997-03-10,1999-06-27,Engineer,2021-06-09,8857
239510,Udaiprakash,Sidje,9999-01-01,1998-10-05,1999-10-22,Senior Staff,2021-06-09,8283
239519,Jacopo,Stasinski,9999-01-01,1997-02-10,1998-10-27,Senior Engineer,2021-06-09,8885
239520,Mara,Angot,9999-01-01,1997-03-29,1997-03-29,Staff,2021-06-09,8838
239529,Hinrich,Thorelli,9999-01-01,1997-03-25,1997-03-25,Engineer,2021-06-09,8842
239564,Djelloul,Slobodova,9999-01-01,1997-10-31,1997-10-31,Engineer,2021-06-09,8622
239566,Shay,Legleitner,9999-01-01,1996-06-17,1999-08-03,Technique Leader,2021-06-09,9123
239576,Jaewoo,Duclos,9999-01-01,1996-12-02,1996-12-02,Staff,2021-06-09,8955
239626,Heping,Vecchio,9999-01-01,1996-07-08,1998-01-16,Senior Engineer,2021-06-09,9102
239636,Moni,Moehrke,9999-01-01,1997-06-17,1998-02-06,Senior Engineer,2021-06-09,8758
239646,Yagil,Acton,9999-01-01,1997-04-27,2000-10-25,Engineer,2021-06-09,8809
239655,Luise,Bhattacharjee,9999-01-01,1997-10-29,2000-02-20,Engineer,2021-06-09,8624
239660,Takahito,Deyuan,9999-01-01,1997-02-04,1997-09-07,Staff,2021-06-09,8891
239693,Lech,Rebaine,9999-01-01,1996-02-27,2001-04-03,Technique Leader,2021-06-09,9234
239704,Eldridge,Bernatsky,9999-01-01,1996-08-30,1999-11-22,Engineer,2021-06-09,9049
239716,Tadahiko,Akazan,9999-01-01,1997-07-07,1997-07-07,Assistant Engineer,2021-06-09,8738
239775,Huan,Thebaut,9999-01-01,1996-06-29,1996-06-29,Staff,2021-06-09,9111
239787,Oguz,Garnham,9999-01-01,1996-01-15,1996-09-04,Senior Staff,2021-06-09,9277
239792,Fen,Masamoto,9999-01-01,1996-09-04,2000-10-12,Engineer,2021-06-09,9044
239799,Marin,Rossi,9999-01-01,1996-04-28,1996-04-28,Staff,2021-06-09,9173
239836,Alper,Bugrara,9999-01-01,1997-05-15,1997-06-04,Engineer,2021-06-09,8791
239874,Kazuhiro,Suppi,9999-01-01,1997-10-20,1999-03-24,Staff,2021-06-09,8633
239893,Kiyotoshi,Rijsenbrij,9999-01-01,1996-09-05,1999-06-20,Senior Staff,2021-06-09,9043
239929,Uli,Thiran,9999-01-01,1999-12-02,1999-12-02,Engineer,2021-06-09,7860
239976,Heping,Hutter,9999-01-01,1998-03-03,1999-07-11,Senior Staff,2021-06-09,8499
239981,Iara,Qiwen,9999-01-01,1996-01-04,1996-01-04,Engineer,2021-06-09,9288
239987,Anwar,Nations,9999-01-01,1998-03-30,1999-01-16,Staff,2021-06-09,8472
239999,Kagan,Weisert,9999-01-01,1996-03-10,1996-03-10,Senior Staff,2021-06-09,9222
240026,Sachem,Mikschl,9999-01-01,1998-01-01,1998-01-01,Engineer,2021-06-09,8560
240044,Aloke,Weiland,9999-01-01,1997-01-22,1997-01-22,Senior Engineer,2021-06-09,8904
240045,Rafols,Narwekar,9999-01-01,1997-01-02,1999-04-22,Engineer,2021-06-09,8924
240058,Xuedong,Hopewell,9999-01-01,1996-09-10,1996-09-10,Assistant Engineer,2021-06-09,9038
240074,Sudharsan,Slobodova,9999-01-01,1996-06-28,1997-09-03,Senior Engineer,2021-06-09,9112
240095,Hailing,Calkin,9999-01-01,1997-06-29,1999-05-07,Staff,2021-06-09,8746
240113,Heekeun,Massonet,9999-01-01,1996-04-11,1996-04-11,Engineer,2021-06-09,9190
240128,Paloma,Kawashimo,9999-01-01,1996-10-09,1999-12-17,Staff,2021-06-09,9009
240144,Satyanarayana,Caine,9999-01-01,1996-04-19,2002-02-08,Staff,2021-06-09,9182
240151,Cordelia,Hegner,9999-01-01,1998-05-05,1999-07-15,Engineer,2021-06-09,8436
240165,Zhaofang,Munck,9999-01-01,1998-07-07,1998-07-07,Staff,2021-06-09,8373
240172,Tokuyasu,Lichtner,9999-01-01,1998-03-19,1998-03-19,Staff,2021-06-09,8483
240179,Fumitaka,Pettit,9999-01-01,1996-08-31,1996-08-31,Engineer,2021-06-09,9048
240212,Jaber,Lund,9999-01-01,1997-06-28,1999-06-03,Staff,2021-06-09,8747
240246,Valery,Kalsbeek,9999-01-01,1996-05-22,1999-09-02,Senior Engineer,2021-06-09,9149
240252,Guiseppe,Whittlesey,9999-01-01,1997-07-01,1997-07-01,Senior Engineer,2021-06-09,8744
240269,Breannda,Conte,9999-01-01,1998-01-21,1998-07-27,Senior Staff,2021-06-09,8540
240299,Shem,Bressoud,9999-01-01,1996-09-12,2001-04-21,Staff,2021-06-09,9036
240330,Aksel,Terlouw,9999-01-01,1997-02-22,1997-02-22,Engineer,2021-06-09,8873
240332,Sachio,Talmon,9999-01-01,1997-01-29,1997-01-29,Staff,2021-06-09,8897
240349,Maja,Greenaway,9999-01-01,1998-01-07,1999-06-22,Senior Staff,2021-06-09,8554
240364,Tonny,Milicia,9999-01-01,1996-03-23,1996-03-23,Senior Staff,2021-06-09,9209
240372,Petter,Ramsey,9999-01-01,1999-02-18,1999-10-11,Engineer,2021-06-09,8147
240374,Yakichi,Wegerle,9999-01-01,1999-05-06,2001-07-13,Engineer,2021-06-09,8070
240396,Nevio,Paciorek,9999-01-01,1996-07-26,1999-10-21,Engineer,2021-06-09,9084
240397,Howell,Borstler,9999-01-01,1996-02-15,1999-02-19,Staff,2021-06-09,9246
240400,Shaunak,Schaft,9999-01-01,1996-10-06,1997-05-24,Senior Engineer,2021-06-09,9012
240405,Shigenori,Msuda,9999-01-01,1996-11-11,1996-11-11,Engineer,2021-06-09,8976
240432,Kwangjo,Maierhofer,9999-01-01,1998-06-28,1998-06-28,Staff,2021-06-09,8382
240434,Yolla,Ranst,9999-01-01,1997-10-10,2000-05-30,Technique Leader,2021-06-09,8643
240436,Mabhin,Bennis,9999-01-01,1996-04-28,1999-09-22,Senior Staff,2021-06-09,9173
240444,Jeong,Badr,9999-01-01,1996-07-01,2001-03-04,Senior Staff,2021-06-09,9109
240460,Lucien,Dalton,9999-01-01,1996-11-04,1996-11-04,Staff,2021-06-09,8983
240465,Adly,Axelband,9999-01-01,1998-09-03,1999-07-31,Engineer,2021-06-09,8315
240479,Slavian,Krohn,9999-01-01,1996-06-09,1996-06-09,Senior Engineer,2021-06-09,9131
240483,Geoff,Zultner,9999-01-01,1996-02-20,1999-03-08,Senior Engineer,2021-06-09,9241
240485,Dietrich,Esteva,9999-01-01,1996-07-17,1996-07-17,Staff,2021-06-09,9093
240489,Pradeep,Sullins,9999-01-01,1997-11-19,2002-04-20,Staff,2021-06-09,8603
240516,Shichao,Yetto,9999-01-01,1998-09-09,2002-02-03,Staff,2021-06-09,8309
240534,Indrajit,Miake,9999-01-01,1996-02-10,1999-05-29,Senior Engineer,2021-06-09,9251
240538,Aris,Wilharm,9999-01-01,1998-09-30,1999-03-09,Engineer,2021-06-09,8288
240549,Gudjon,Puppo,9999-01-01,1998-02-03,1999-12-07,Engineer,2021-06-09,8527
240551,Pohua,Xiaoshan,9999-01-01,1997-02-03,1999-05-22,Staff,2021-06-09,8892
240569,Edwin,Salinas,9999-01-01,1998-09-03,1999-08-27,Staff,2021-06-09,8315
240574,Berry,Erdi,9999-01-01,1996-06-08,1996-06-08,Engineer,2021-06-09,9132
240585,Shan,Riesenhuber,9999-01-01,1999-06-17,1999-06-27,Staff,2021-06-09,8028
240671,Hideo,Cairo,9999-01-01,1997-01-23,1997-01-23,Technique Leader,2021-06-09,8903
240713,Gian,Setiz,9999-01-01,1996-05-19,1996-05-19,Staff,2021-06-09,9152
240743,Brendon,Poehlman,9999-01-01,1996-02-01,1999-11-12,Engineer,2021-06-09,9260
240791,Heekeun,Ramsey,9999-01-01,1997-09-03,1997-09-03,Engineer,2021-06-09,8680
240803,Remko,Griswold,9999-01-01,1996-09-03,1996-09-03,Engineer,2021-06-09,9045
240804,Roddy,Alencar,9999-01-01,1999-03-22,1999-03-22,Staff,2021-06-09,8115
240828,Jackson,Murtafg,9999-01-01,1996-12-18,1997-02-03,Assistant Engineer,2021-06-09,8939
240832,Arumugam,Bahl,9999-01-01,1999-06-06,1999-12-30,Engineer,2021-06-09,8039
240860,Kwangho,Hooghiemstra,9999-01-01,1998-03-18,1998-06-14,Staff,2021-06-09,8484
240862,Alejandra,Riefers,9999-01-01,1997-10-06,1997-10-06,Senior Engineer,2021-06-09,8647
240864,Vishv,Melter,9999-01-01,1998-06-06,2000-01-10,Staff,2021-06-09,8404
240880,Lubomir,Stroustrup,9999-01-01,1996-11-04,1996-11-04,Engineer,2021-06-09,8983
240888,Shih,Michaels,9999-01-01,1999-07-05,2000-01-16,Staff,2021-06-09,8010
240902,Qingxiang,Suri,9999-01-01,1997-05-24,1998-04-28,Engineer,2021-06-09,8782
240905,Howell,Asmuth,9999-01-01,1998-03-02,1999-10-06,Engineer,2021-06-09,8500
240916,Moty,Rosar,9999-01-01,1997-07-13,1997-12-03,Staff,2021-06-09,8732
240929,Susanna,Plavsic,9999-01-01,1996-04-16,1999-10-08,Senior Staff,2021-06-09,9185
240959,Genta,Valiente,9999-01-01,1998-05-17,1998-05-17,Engineer,2021-06-09,8424
240966,Martial,Marzano,9999-01-01,1996-03-09,1996-03-09,Senior Engineer,2021-06-09,9223
241010,Prasadram,Comte,9999-01-01,1997-10-09,1999-01-04,Engineer,2021-06-09,8644
241018,Shugo,Skafidas,9999-01-01,1997-09-12,1999-11-10,Engineer,2021-06-09,8671
241042,Kerhong,Zastre,9999-01-01,1999-02-17,1999-04-12,Staff,2021-06-09,8148
241060,Sachar,Antonakopoulos,9999-01-01,1998-01-28,1998-03-02,Engineer,2021-06-09,8533
241074,Atreye,Tomescu,9999-01-01,1999-03-05,1999-03-05,Staff,2021-06-09,8132
241083,Saniya,Gomatam,9999-01-01,1997-06-09,1997-06-09,Senior Engineer,2021-06-09,8766
241086,Sachem,Rebaine,9999-01-01,1999-04-21,1999-04-21,Staff,2021-06-09,8085
241090,Katsuo,Suermann,9999-01-01,1996-03-23,1997-12-31,Assistant Engineer,2021-06-09,9209
241109,Qiwen,Unno,9999-01-01,1996-08-03,1996-08-03,Engineer,2021-06-09,9076
241110,Marjo,Salinas,9999-01-01,1997-07-20,1998-10-25,Engineer,2021-06-09,8725
241121,Seongbin,Bednarek,9999-01-01,1997-06-03,1998-08-10,Assistant Engineer,2021-06-09,8772
241138,Badri,Schmittgen,9999-01-01,1996-09-21,2000-01-10,Senior Staff,2021-06-09,9027
241155,Ute,Shumilov,9999-01-01,1997-03-29,1997-06-29,Senior Engineer,2021-06-09,8838
241161,Caolyn,Quadeer,9999-01-01,1997-06-30,1997-06-30,Engineer,2021-06-09,8745
241188,Gunilla,Speckmann,9999-01-01,1996-04-10,1996-08-10,Engineer,2021-06-09,9191
241191,Alselm,Adachi,9999-01-01,1996-07-12,1996-07-12,Staff,2021-06-09,9098
241203,Marke,Tasistro,9999-01-01,1998-05-12,1998-06-15,Engineer,2021-06-09,8429
241220,DAIDA,Dulin,9999-01-01,1998-12-05,1999-04-06,Engineer,2021-06-09,8222
241224,Marla,Rando,9999-01-01,1996-12-16,1999-05-26,Engineer,2021-06-09,8941
241238,Marke,Pagter,9999-01-01,1996-02-23,1997-10-21,Engineer,2021-06-09,9238
241265,Larisa,Goodrum,9999-01-01,1997-06-14,1997-06-14,Staff,2021-06-09,8761
241278,Bodo,Gerlach,9999-01-01,1996-01-21,1997-01-26,Staff,2021-06-09,9271
241286,Lillian,Shumilov,9999-01-01,1997-07-28,1997-07-28,Staff,2021-06-09,8717
241357,Shaunak,Denis,9999-01-01,1996-07-06,1998-05-29,Engineer,2021-06-09,9104
241365,Yechezkel,Docker,9999-01-01,1996-09-30,1999-05-09,Senior Staff,2021-06-09,9018
241379,Takanari,Miyakawa,9999-01-01,1999-02-02,1999-02-02,Staff,2021-06-09,8163
241412,Ewing,Ramaiah,9999-01-01,1996-02-09,1996-02-13,Senior Engineer,2021-06-09,9252
241446,Niranjan,Covnot,9999-01-01,1998-05-13,1999-12-14,Engineer,2021-06-09,8428
241448,Arvind,Penttonen,9999-01-01,1997-02-26,1997-02-26,Engineer,2021-06-09,8869
241453,Dekang,Streng,9999-01-01,1996-04-02,1997-01-07,Engineer,2021-06-09,9199
241468,Dietrich,Pluym,9999-01-01,1997-11-28,1997-11-28,Staff,2021-06-09,8594
241473,Serap,Nitsche,9999-01-01,1997-10-08,1997-10-08,Engineer,2021-06-09,8645
241482,Khaled,Spelt,9999-01-01,1997-05-08,1999-09-05,Staff,2021-06-09,8798
241485,Yaghout,Ramsak,9999-01-01,1996-06-26,1997-07-24,Engineer,2021-06-09,9114
241509,Yucel,Kamble,9999-01-01,1999-01-12,1999-01-12,Senior Engineer,2021-06-09,8184
241515,Gilbert,Heyers,9999-01-01,1996-03-25,1996-03-25,Senior Engineer,2021-06-09,9207
241550,Ulf,Radivojevic,9999-01-01,1997-10-12,1999-07-21,Senior Engineer,2021-06-09,8641
241557,Bangqing,Butner,9999-01-01,1996-03-22,1996-03-22,Staff,2021-06-09,9210
241559,Evgueni,Rosar,9999-01-01,1996-01-06,1996-01-06,Technique Leader,2021-06-09,9286
241564,Shaunak,Pouyioutas,9999-01-01,1996-07-16,1999-08-11,Senior Engineer,2021-06-09,9094
241610,Divine,Falby,9999-01-01,1999-03-05,1999-03-15,Staff,2021-06-09,8132
241628,Phillip,Champarnaud,9999-01-01,1996-05-20,1996-05-20,Staff,2021-06-09,9151
241732,Adel,Debuse,9999-01-01,1998-06-27,1998-07-24,Engineer,2021-06-09,8383
241735,Xiaopeng,Oppitz,9999-01-01,1997-05-29,1998-01-17,Staff,2021-06-09,8777
241793,Chandrasekaran,Zockler,9999-01-01,1996-11-27,1997-03-14,Senior Staff,2021-06-09,8960
241811,Arunachalam,Brickell,9999-01-01,1996-09-27,1999-08-01,Staff,2021-06-09,9021
241814,Danai,Perfilyeva,9999-01-01,1998-05-04,1998-05-04,Staff,2021-06-09,8437
241837,Berni,Jansch,9999-01-01,1999-11-02,1999-12-08,Senior Staff,2021-06-09,7890
241861,Moto,Heydon,9999-01-01,1996-04-04,1998-08-16,Engineer,2021-06-09,9197
241865,Shahab,Hedayat,9999-01-01,1998-03-21,1998-03-21,Engineer,2021-06-09,8481
241905,Alagu,Zuberek,9999-01-01,1998-12-16,1999-11-20,Engineer,2021-06-09,8211
241906,Ute,Cincotta,9999-01-01,1997-02-16,1998-01-06,Staff,2021-06-09,8879
241916,Janche,Birjandi,9999-01-01,1997-01-18,1997-01-18,Senior Engineer,2021-06-09,8908
241931,Jianhua,Gulik,9999-01-01,1996-09-21,1996-09-21,Engineer,2021-06-09,9027
241948,Florina,England,9999-01-01,1996-09-24,1996-09-24,Senior Staff,2021-06-09,9024
241977,Berhard,Marsiglia,9999-01-01,1996-08-24,1996-08-24,Senior Engineer,2021-06-09,9055
241980,Hugo,Liedekerke,9999-01-01,1998-01-01,1998-01-01,Engineer,2021-06-09,8560
242001,Zejun,Kinley,9999-01-01,1997-12-07,1997-12-07,Senior Engineer,2021-06-09,8585
242010,Bezalel,Koprowski,9999-01-01,1996-09-29,1999-05-19,Engineer,2021-06-09,9019
242012,Akemi,Eiron,9999-01-01,1997-04-16,1997-04-16,Engineer,2021-06-09,8820
242013,Mani,Baig,9999-01-01,1996-05-19,1996-09-09,Staff,2021-06-09,9152
242040,Isamu,Kolinko,9999-01-01,1997-07-16,1997-07-16,Senior Engineer,2021-06-09,8729
242049,Christophe,Bojadziev,9999-01-01,1996-03-24,1996-03-24,Senior Engineer,2021-06-09,9208
242070,Luigi,Peot,9999-01-01,1998-01-25,1998-01-25,Engineer,2021-06-09,8536
242080,Avishai,Paciorek,9999-01-01,1998-02-06,1998-04-16,Engineer,2021-06-09,8524
242090,Younwoo,Zyda,9999-01-01,1996-02-26,1996-02-26,Senior Engineer,2021-06-09,9235
242094,Arto,Luef,9999-01-01,1997-03-08,1997-11-29,Staff,2021-06-09,8859
242131,Toney,Iwayama,9999-01-01,1996-01-06,1999-09-29,Senior Engineer,2021-06-09,9286
242172,Munehiko,Wolniewicz,9999-01-01,1998-12-12,1998-12-12,Staff,2021-06-09,8215
242188,Babette,Zuberek,9999-01-01,1996-06-15,1999-02-11,Engineer,2021-06-09,9125
242209,Zhonghua,Alvarado,9999-01-01,1996-08-15,1996-08-26,Staff,2021-06-09,9064
242212,Akhilish,Jenevein,9999-01-01,1996-08-22,1998-01-02,Senior Engineer,2021-06-09,9057
242224,Hatsukazu,Stroustrup,9999-01-01,1998-07-16,1998-07-16,Engineer,2021-06-09,8364
242242,Froduald,Meriste,9999-01-01,1997-03-07,1999-07-18,Staff,2021-06-09,8860
242256,Surveyors,Nourani,9999-01-01,1996-06-14,1996-06-14,Staff,2021-06-09,9126
242267,Lubomir,Solares,9999-01-01,1997-10-28,1997-10-28,Staff,2021-06-09,8625
242288,Rayond,Burnard,9999-01-01,1999-01-12,1999-10-02,Senior Engineer,2021-06-09,8184
242290,Shietung,Monkewich,9999-01-01,1997-12-17,1998-05-23,Staff,2021-06-09,8575
242303,Yinghua,Hiraishi,9999-01-01,1996-03-19,1997-12-30,Engineer,2021-06-09,9213
242308,Almudena,Aloia,9999-01-01,1996-08-02,1998-01-08,Senior Engineer,2021-06-09,9077
242312,IEEE,Bratten,9999-01-01,1997-04-19,1997-04-19,Engineer,2021-06-09,8817
242318,Mayuri,Lung,9999-01-01,1996-01-09,1996-01-09,Staff,2021-06-09,9283
242343,Stevo,Ritcey,9999-01-01,1996-05-01,1996-08-15,Engineer,2021-06-09,9170
242359,Narain,Naumovich,9999-01-01,1998-01-29,1998-04-02,Senior Engineer,2021-06-09,8532
242381,Garnik,Kolvik,9999-01-01,1999-12-30,2002-04-27,Engineer,2021-06-09,7832
242383,Dinah,Arlazarov,9999-01-01,1997-01-10,1997-01-10,Engineer,2021-06-09,8916
242391,Reuven,Auria,9999-01-01,1996-07-15,1999-08-18,Senior Staff,2021-06-09,9095
242392,Ranga,Awdeh,9999-01-01,1996-02-05,1996-02-05,Staff,2021-06-09,9256
242401,Zhenhua,Lanphier,9999-01-01,1996-04-23,1997-05-26,Staff,2021-06-09,9178
242423,Val,Pellegrinelli,9999-01-01,1997-04-15,1998-01-03,Senior Staff,2021-06-09,8821
242424,Ingmar,Desikan,9999-01-01,1996-06-26,1996-06-26,Engineer,2021-06-09,9114
242426,Wilmer,Coorg,9999-01-01,1997-09-17,2000-01-23,Engineer,2021-06-09,8666
242435,Basim,Speel,9999-01-01,1996-05-13,1996-10-13,Staff,2021-06-09,9158
242436,Steen,Impagliazzo,9999-01-01,1997-12-22,1998-02-18,Technique Leader,2021-06-09,8570
242443,Denis,Fioravanti,9999-01-01,1999-01-26,1999-08-20,Staff,2021-06-09,8170
242476,Shem,Conta,9999-01-01,1996-09-27,2002-07-14,Staff,2021-06-09,9021
242523,Behnaam,Rande,9999-01-01,1998-06-25,1999-02-05,Staff,2021-06-09,8385
242558,Mototsugu,Takkinen,9999-01-01,1996-02-11,1998-05-03,Engineer,2021-06-09,9250
242627,Yongmin,Murtagh,9999-01-01,1996-01-20,1998-01-15,Engineer,2021-06-09,9272
242636,Eirik,Klyachko,9999-01-01,1996-04-12,1999-03-25,Senior Engineer,2021-06-09,9189
242643,Gita,Sethi,9999-01-01,1997-03-03,1997-03-03,Staff,2021-06-09,8864
242646,Shin,Ramaiah,9999-01-01,1997-06-12,1997-06-12,Senior Engineer,2021-06-09,8763
242687,Sanjay,Penz,9999-01-01,1997-02-22,1998-11-11,Staff,2021-06-09,8873
242697,Shuho,Kohling,9999-01-01,1997-08-08,1997-08-08,Staff,2021-06-09,8706
242728,Hatim,Thambidurai,9999-01-01,1998-03-18,1998-09-06,Engineer,2021-06-09,8484
242763,Leandro,Milicia,9999-01-01,1998-01-19,1998-01-19,Engineer,2021-06-09,8542
242764,Jasminko,Cesareni,9999-01-01,1996-06-11,1998-11-09,Engineer,2021-06-09,9129
242771,Kwangjo,Chinin,9999-01-01,1996-04-15,1996-04-15,Engineer,2021-06-09,9186
242784,Aloys,Wallrath,9999-01-01,1998-01-21,1999-12-15,Technique Leader,2021-06-09,8540
242851,Reinhold,Schmittgen,9999-01-01,1996-05-14,1999-03-21,Engineer,2021-06-09,9157
242853,Venkatesan,Tramer,9999-01-01,1996-01-20,1996-02-18,Staff,2021-06-09,9272
242860,Chenxi,Engberts,9999-01-01,1997-08-19,1997-08-19,Staff,2021-06-09,8695
242869,Howell,Marsiglia,9999-01-01,1996-06-29,1997-05-29,Technique Leader,2021-06-09,9111
242930,Tomoyuki,Attimonelli,9999-01-01,1998-06-05,1999-01-04,Engineer,2021-06-09,8405
242943,Kristin,Lenart,9999-01-01,1998-01-29,1999-04-14,Staff,2021-06-09,8532
242968,Sailaja,Luce,9999-01-01,1996-06-19,1996-06-19,Senior Engineer,2021-06-09,9121
242970,Serenella,Emden,9999-01-01,1996-09-20,1996-09-20,Senior Staff,2021-06-09,9028
242976,Gill,Lieberherr,9999-01-01,1998-08-29,1998-08-29,Engineer,2021-06-09,8320
243003,Toshiko,Jonsson,9999-01-01,1996-02-24,1998-08-20,Senior Staff,2021-06-09,9237
243008,Sham,Oehlmann,9999-01-01,1996-03-26,1997-12-29,Engineer,2021-06-09,9206
243044,Shigehiro,Braunmuhl,9999-01-01,1996-09-02,1999-12-27,Engineer,2021-06-09,9046
243061,Mohan,Copas,9999-01-01,1998-11-04,2000-09-21,Engineer,2021-06-09,8253
243091,Kristian,Bonifati,9999-01-01,1997-09-15,2002-02-05,Senior Engineer,2021-06-09,8668
243097,Gor,Uhrig,9999-01-01,1996-11-09,1998-05-24,Engineer,2021-06-09,8978
243135,Sudharsan,Bisiani,9999-01-01,1997-10-31,2000-11-13,Senior Staff,2021-06-09,8622
243138,Marie,Ghemri,9999-01-01,1997-07-02,1998-09-01,Staff,2021-06-09,8743
243140,Uta,Radhakrishnan,9999-01-01,1997-07-09,1997-07-31,Staff,2021-06-09,8736
243149,Jolita,Anandan,9999-01-01,1996-10-09,1997-09-10,Senior Staff,2021-06-09,9009
243232,Nishit,Hertweck,9999-01-01,1996-08-28,1996-08-28,Engineer,2021-06-09,9051
243240,Bilhanan,Pietrzykowski,9999-01-01,1998-11-07,1998-11-07,Staff,2021-06-09,8250
243242,Sachio,Thimonier,9999-01-01,1997-02-11,2000-05-25,Staff,2021-06-09,8884
243266,Gilbert,Schaad,9999-01-01,1997-01-28,1998-02-24,Staff,2021-06-09,8898
243271,Huei,Junet,9999-01-01,1997-07-21,1999-01-17,Assistant Engineer,2021-06-09,8724
243317,Zvonko,Parfitt,9999-01-01,1998-03-11,1999-10-12,Engineer,2021-06-09,8491
243334,Xiaoheng,Tsukuda,9999-01-01,1998-08-16,1998-08-16,Staff,2021-06-09,8333
243351,Udaiprakash,Kobara,9999-01-01,1997-08-09,1998-01-06,Assistant Engineer,2021-06-09,8705
243365,Zine,Shumilov,9999-01-01,1996-06-08,1998-06-10,Assistant Engineer,2021-06-09,9132
243368,Fuqing,Danecki,9999-01-01,1996-03-19,1997-12-19,Staff,2021-06-09,9213
243371,Vasilis,Businaro,9999-01-01,1996-06-10,1999-02-25,Engineer,2021-06-09,9130
243374,Hitofumi,Massonet,9999-01-01,1996-09-13,1996-09-13,Staff,2021-06-09,9035
243376,Kristina,Krider,9999-01-01,1998-05-08,1998-05-19,Staff,2021-06-09,8433
243387,Fusako,Flasterstein,9999-01-01,1996-11-09,1996-11-09,Engineer,2021-06-09,8978
243414,Boalin,Hofstetter,9999-01-01,1996-02-24,1999-11-20,Engineer,2021-06-09,9237
243418,Sreekrishna,Kaiser,9999-01-01,1998-02-08,1998-02-08,Staff,2021-06-09,8522
243419,Tommaso,Rosenbaum,9999-01-01,1996-04-16,1996-04-16,Senior Staff,2021-06-09,9185
243466,Jahangir,Meszaros,9999-01-01,1999-04-18,1999-12-12,Senior Engineer,2021-06-09,8088
243471,Sajjad,Mitzlaff,9999-01-01,1996-02-05,1996-02-05,Staff,2021-06-09,9256
243476,Hugo,Vernadat,9999-01-01,1996-11-16,1999-08-06,Engineer,2021-06-09,8971
243495,Theron,Petereit,9999-01-01,1997-04-25,1997-09-26,Engineer,2021-06-09,8811
243501,Pragnesh,Garigliano,9999-01-01,1997-03-07,1998-03-27,Staff,2021-06-09,8860
243515,Shahar,Wissmann,9999-01-01,1996-09-15,1996-09-15,Staff,2021-06-09,9033
243528,Elzbieta,Bahl,9999-01-01,1999-02-18,1999-10-15,Senior Engineer,2021-06-09,8147
243543,Mats,Peron,9999-01-01,1997-05-19,1997-05-19,Engineer,2021-06-09,8787
243583,Ottavia,Flasterstein,9999-01-01,1997-02-18,1997-09-25,Assistant Engineer,2021-06-09,8877
243587,Soenke,Driscoll,9999-01-01,1998-11-09,1998-11-09,Senior Engineer,2021-06-09,8248
