emp_no,first_name,last_name,birth_date,from_date,to_date,title
220799,Perla,Orlowska,1965-01-17,1998-10-13,9999-01-01,Senior Engineer
220823,Eckart,Gischer,1964-11-22,1997-07-03,9999-01-01,Technique Leader
220841,Danny,Nations,1964-07-19,1994-07-13,9999-01-01,Engineer
220847,Uinam,Perez,1964-11-26,1988-02-05,9999-01-01,Staff
220863,Marlo,Rajala,1964-06-17,1991-10-06,9999-01-01,Technique Leader
220972,Tadahiro,Kisuki,1964-11-16,1992-01-19,9999-01-01,Staff
221016,Vidya,Cyre,1964-06-11,1998-05-12,9999-01-01,Senior Staff
221024,Rosine,Luan,1964-06-08,1996-08-19,9999-01-01,Staff
221091,Kirk,Kobara,1964-11-18,1987-07-08,9999-01-01,Senior Engineer
221097,Arnould,Ruther,1964-08-04,1992-10-11,9999-01-01,Staff
221114,Subbu,Stafford,1964-09-26,1987-06-23,9999-01-01,Technique Leader
221119,Parviz,Legleitner,1964-09-24,1995-02-06,9999-01-01,Staff
221126,Tesuya,dAstous,1965-01-23,1988-11-29,9999-01-01,Senior Engineer
221133,Mohan,Munos,1964-06-11,1988-11-28,9999-01-01,Senior Engineer
221169,Tiina,Massonet,1964-06-22,1986-09-10,9999-01-01,Staff
221171,Eldridge,Glinert,1964-09-24,1989-02-08,9999-01-01,Senior Staff
221246,Vidya,Beznosov,1964-10-12,1987-02-03,9999-01-01,Senior Staff
221271,Randy,Vrecion,1964-11-20,1995-01-31,9999-01-01,Staff
221367,Saddek,Farris,1965-01-13,1990-11-06,9999-01-01,Senior Staff
221369,Abdulah,Pocchiola,1965-01-28,1996-08-28,9999-01-01,Engineer
221405,Jianwen,Gubsky,1964-08-21,1999-11-23,9999-01-01,Staff
221421,Mohammed,Landherr,1964-06-15,1994-01-23,9999-01-01,Senior Engineer
221435,Djenana,Marrevee,1965-01-06,1994-02-06,9999-01-01,Senior Engineer
221444,Magdalena,Ramsak,1964-07-10,1986-06-24,9999-01-01,Senior Staff
221462,Girolamo,Strandh,1964-12-06,1993-06-17,9999-01-01,Senior Engineer
221473,Chenxi,Lueh,1964-11-26,1997-07-20,9999-01-01,Engineer
221533,Christ,Magliocco,1964-12-02,1992-03-01,9999-01-01,Staff
221538,Hsiangchu,Argence,1964-11-09,1992-03-28,9999-01-01,Senior Engineer
221552,Krassimir,Picht,1964-11-30,1990-09-03,9999-01-01,Staff
221567,Gift,Babb,1964-08-30,1992-05-22,9999-01-01,Senior Staff
221589,Kayoko,Nitto,1964-08-25,1987-06-17,9999-01-01,Senior Engineer
221614,Demin,Mitchem,1964-08-05,1997-09-08,9999-01-01,Staff
221624,Roded,Crouzet,1964-06-16,1985-06-17,9999-01-01,Senior Engineer
221635,Margareta,Ghemri,1964-12-19,1988-10-03,9999-01-01,Senior Engineer
221711,Susumu,Birdsall,1964-12-06,1989-12-08,9999-01-01,Senior Engineer
221751,Piyawadee,Acton,1964-06-11,1986-10-21,9999-01-01,Senior Staff
221811,Chikako,Zeidenstein,1964-06-26,1994-08-23,9999-01-01,Technique Leader
221820,Vitali,Jiang,1964-07-31,1986-08-03,9999-01-01,Staff
221827,Guozhong,DuCasse,1964-09-07,1992-11-08,9999-01-01,Senior Engineer
221849,Zdislav,Rothenberg,1964-07-29,1992-11-20,9999-01-01,Technique Leader
221862,Ortrud,Ishibashi,1964-07-02,1999-03-05,9999-01-01,Staff
221870,Quingbo,Kenevan,1964-08-04,1994-06-03,9999-01-01,Engineer
221901,Thanasis,Akiyama,1964-11-12,1994-10-05,9999-01-01,Senior Engineer
221940,Dulce,Rosiles,1964-09-30,1990-03-07,9999-01-01,Senior Engineer
221973,Sangeeta,Kalefeld,1965-01-17,1990-06-06,9999-01-01,Staff
221995,Howell,Salinas,1964-09-15,1987-11-01,9999-01-01,Staff
222052,Ferdinand,Sadowski,1964-12-02,1998-05-03,9999-01-01,Engineer
222088,Wojceich,Stellhorn,1964-07-02,1988-09-27,9999-01-01,Senior Engineer
222120,Moon,Seiwald,1964-08-30,1986-12-12,9999-01-01,Senior Staff
222123,Freyja,Karcich,1964-09-05,1985-05-07,9999-01-01,Staff
222162,Gererd,Tasistro,1964-11-25,1987-03-22,9999-01-01,Senior Engineer
222165,Kensei,Waterhouse,1964-08-17,1991-09-01,9999-01-01,Technique Leader
222181,Vivian,Denti,1964-09-17,1987-08-21,9999-01-01,Senior Engineer
222188,Sarita,Klassen,1964-12-27,1992-05-25,9999-01-01,Senior Engineer
222206,Stein,Uludag,1965-01-21,1988-01-30,9999-01-01,Staff
222271,Taizo,dAstous,1964-12-09,1991-07-13,9999-01-01,Senior Engineer
222275,Haldon,Koprowski,1964-12-13,1996-12-19,9999-01-01,Engineer
222305,Leah,Rodite,1964-08-27,1998-01-06,9999-01-01,Staff
222310,Navid,Jarecki,1964-06-04,1987-02-13,9999-01-01,Staff
222311,Miyeon,Billingsley,1965-01-20,1992-12-05,9999-01-01,Senior Engineer
222316,Shridhar,Antonakopoulos,1964-12-08,1990-04-12,9999-01-01,Senior Engineer
222317,Rafols,Cannard,1964-06-11,1985-03-10,9999-01-01,Staff
222319,Matt,Chvatal,1965-01-20,1994-11-09,9999-01-01,Senior Engineer
222354,Valdiodio,Schlumberger,1965-01-15,1993-08-07,9999-01-01,Engineer
222411,Padma,Ozery,1964-10-09,1986-10-29,9999-01-01,Senior Staff
222418,Krister,Bernick,1964-08-30,1991-02-19,9999-01-01,Senior Engineer
222432,Moie,Meriste,1964-06-18,1990-01-09,9999-01-01,Technique Leader
222492,Lansing,Detkin,1964-09-17,1994-04-22,9999-01-01,Senior Engineer
222503,Augustine,Feldmann,1964-08-07,1998-03-08,9999-01-01,Engineer
222508,Taegyun,Bahk,1964-12-25,1992-05-17,9999-01-01,Staff
222524,Tremaine,Covnot,1964-12-24,1997-07-20,9999-01-01,Senior Engineer
222539,Dzung,Veldwijk,1964-06-22,1998-11-17,9999-01-01,Staff
222555,Yurii,Schaft,1964-12-10,1996-11-08,9999-01-01,Engineer
222574,Otmar,Gien,1964-10-20,1993-12-03,9999-01-01,Technique Leader
222616,Badri,Schapire,1965-02-01,1998-01-19,9999-01-01,Assistant Engineer
222645,Goa,Guardalben,1964-10-08,1985-11-14,9999-01-01,Staff
222663,Kshitij,Ginneken,1964-06-16,1990-08-19,9999-01-01,Staff
222727,Tadanori,Melski,1964-10-15,1987-02-23,9999-01-01,Staff
222754,Mani,Angot,1964-12-21,1985-11-16,9999-01-01,Staff
222755,Yongqiao,Frolund,1964-09-13,1995-08-20,9999-01-01,Senior Staff
222767,Hideyuki,Kandlur,1964-09-11,1989-08-24,9999-01-01,Senior Engineer
222770,Kazuhiko,Kushner,1965-01-22,1995-08-01,9999-01-01,Senior Engineer
222777,Oldrich,Sudbeck,1964-11-07,1990-01-23,9999-01-01,Senior Engineer
222788,Perla,Luef,1964-07-05,1999-04-21,9999-01-01,Engineer
222789,Shih,Bahr,1964-08-22,1995-10-20,9999-01-01,Senior Staff
222794,Rosalie,Erev,1964-09-05,1997-02-14,9999-01-01,Engineer
222818,Kasturi,Coullard,1964-11-17,1987-01-18,9999-01-01,Staff
222878,Annemarie,Zallocco,1965-01-10,1996-12-01,9999-01-01,Senior Engineer
222926,Limsoon,Erol,1965-01-10,1997-12-31,9999-01-01,Senior Engineer
222952,Gopalakrishnan,Suermann,1965-01-28,1991-04-30,9999-01-01,Senior Engineer
222963,Zengping,Baumann,1964-08-31,1996-01-01,9999-01-01,Senior Engineer
222974,Izaskun,Bellmore,1964-08-17,1985-07-20,9999-01-01,Senior Engineer
222985,Evgueni,Granlund,1964-06-09,1992-08-09,9999-01-01,Senior Engineer
222998,Leaf,Awdeh,1965-01-07,1992-10-02,9999-01-01,Staff
223000,Mostafa,Mundy,1964-11-17,1992-10-26,9999-01-01,Senior Staff
223011,Alair,Poupard,1964-06-12,1999-02-06,9999-01-01,Staff
223022,Christophe,Tsukune,1964-08-01,1988-08-18,9999-01-01,Senior Engineer
223030,Yurii,Rahier,1964-10-21,1991-01-24,9999-01-01,Senior Engineer
223033,Ayonca,Lunt,1964-10-06,1987-10-17,9999-01-01,Senior Engineer
223086,Hercules,Litzkow,1964-11-30,1991-03-29,9999-01-01,Senior Staff
223133,Nathalie,Falster,1964-10-19,1996-07-04,9999-01-01,Staff
223146,Ayakannu,Alencar,1964-09-07,1996-06-01,9999-01-01,Staff
223151,Sugwoo,Jayawardene,1964-06-11,1985-02-18,9999-01-01,Technique Leader
223162,Kannan,Lund,1964-07-29,1995-07-12,9999-01-01,Senior Engineer
223208,Munir,Orlowska,1964-06-19,1988-12-17,9999-01-01,Senior Staff
223221,Seongbae,Munck,1964-10-08,1996-02-02,9999-01-01,Staff
223255,Kellyn,Babu,1964-09-24,1990-12-26,9999-01-01,Staff
223267,Chanjung,Bresenham,1964-11-02,1990-08-13,9999-01-01,Senior Engineer
223276,Goo,Mukaidono,1964-10-04,1991-05-15,9999-01-01,Staff
223280,Goncalo,Heystek,1964-12-29,1998-12-24,9999-01-01,Senior Engineer
223295,LiMin,Flasterstein,1964-11-09,1990-05-16,9999-01-01,Staff
223322,Qiwen,Morrey,1964-11-16,1990-12-17,9999-01-01,Staff
223380,Irene,Stasinski,1964-07-29,1992-10-08,9999-01-01,Senior Engineer
223429,Zsolt,Moffat,1964-11-11,1986-03-21,9999-01-01,Senior Engineer
223432,Kokou,Iwayama,1964-11-20,1992-05-17,9999-01-01,Staff
223439,Richara,Schwartzburd,1964-12-13,1990-06-28,9999-01-01,Technique Leader
223448,Premsyl,Munck,1964-11-29,1994-08-09,9999-01-01,Engineer
223482,Lidong,Piveteau,1964-08-18,1987-11-11,9999-01-01,Staff
223593,Hidefumi,Moehrke,1965-01-20,1998-03-04,9999-01-01,Staff
223595,Chiranjit,Dredge,1965-02-01,1999-09-05,9999-01-01,Technique Leader
223631,Jouko,Underwood,1964-11-04,1999-01-28,9999-01-01,Staff
223654,Tsz,Kowalchuk,1964-12-19,1987-03-20,9999-01-01,Staff
223669,Van,Orlowski,1964-07-05,1997-07-17,9999-01-01,Engineer
223679,Katsuo,Comyn,1964-10-16,1999-08-05,9999-01-01,Engineer
223691,Mooi,Versino,1964-09-17,1995-09-18,9999-01-01,Engineer
223696,Janche,Kornatzky,1964-09-11,1985-02-13,9999-01-01,Senior Staff
223713,Sudhanshu,Schneeberger,1964-06-03,1999-06-11,9999-01-01,Engineer
223724,Aamod,Eterovic,1964-11-03,1999-03-09,9999-01-01,Engineer
223754,Mrinalini,Nyrup,1964-12-15,1988-06-24,9999-01-01,Staff
223761,Jouko,Facello,1964-12-17,1992-10-28,9999-01-01,Staff
223778,Leszek,Luders,1964-09-21,1985-11-27,9999-01-01,Staff
223814,Billur,Montemayor,1964-09-12,1990-11-25,9999-01-01,Senior Staff
223831,Morrie,Buchter,1964-10-12,1985-05-07,9999-01-01,Senior Engineer
223843,Nectarios,Henders,1964-06-29,1986-10-07,9999-01-01,Staff
223884,Minghong,Morris,1964-12-09,1999-03-04,9999-01-01,Senior Engineer
223906,Dhritiman,Samarati,1964-10-28,1996-11-24,9999-01-01,Staff
223913,Vincent,Masand,1964-08-04,1986-01-08,9999-01-01,Senior Engineer
223936,Froduald,Suri,1964-11-11,1990-09-09,9999-01-01,Technique Leader
223938,Shounak,Parascandalo,1964-08-19,1989-03-16,9999-01-01,Engineer
223978,Christophe,Peral,1964-09-19,1990-06-15,9999-01-01,Technique Leader
223988,Sumali,Hegner,1964-07-17,1996-04-10,9999-01-01,Staff
224021,Minghong,Pepe,1964-10-24,1999-08-21,9999-01-01,Staff
224043,Mountaz,Pietracaprina,1964-08-06,1990-12-28,9999-01-01,Staff
224073,Alejandra,Fujisawa,1964-11-16,1987-09-09,9999-01-01,Senior Engineer
224081,Luise,Schwabacher,1964-11-03,1990-09-04,9999-01-01,Senior Staff
224103,Augustine,Benzaken,1964-06-28,1995-08-22,9999-01-01,Staff
224112,Rosli,Walston,1964-12-31,1992-08-23,9999-01-01,Senior Engineer
224116,Przemyslawa,Etalle,1964-12-01,1990-09-26,9999-01-01,Staff
224135,Annemarie,Bressoud,1965-01-02,1998-06-23,9999-01-01,Engineer
224192,Remmert,Deyuan,1964-09-16,1985-09-02,9999-01-01,Technique Leader
224239,Eben,Schapire,1964-08-20,1999-03-10,9999-01-01,Engineer
224244,Gina,Barriga,1964-10-31,1988-03-02,9999-01-01,Staff
224256,Jaewoo,Dolinsky,1964-08-02,1996-02-16,9999-01-01,Engineer
224283,Kazuhiro,Berendt,1964-06-17,1997-03-25,9999-01-01,Engineer
224311,Leen,Collette,1964-08-25,1988-06-01,9999-01-01,Senior Engineer
224335,Perry,Chachaty,1965-01-29,1985-07-22,9999-01-01,Senior Engineer
224390,TRUE,Shobatake,1965-01-24,1996-05-17,9999-01-01,Senior Staff
224393,Naftali,Heemskerk,1964-12-04,1997-09-22,9999-01-01,Staff
224428,Uli,Neiman,1964-09-19,2000-05-28,9999-01-01,Staff
224444,Martien,Perry,1964-09-18,1996-09-02,9999-01-01,Staff
224459,Naftaly,Munawer,1964-07-22,1993-06-17,9999-01-01,Staff
224514,Mayuko,VanScheik,1964-09-16,1988-06-02,9999-01-01,Senior Engineer
224531,Atilio,Syrzycki,1964-07-05,1992-04-23,9999-01-01,Technique Leader
224607,Khoa,Murtha,1964-07-27,1991-06-20,9999-01-01,Staff
224635,Ramachenga,Gerlach,1964-07-11,1991-09-27,9999-01-01,Staff
224674,Monique,Scharstein,1964-06-15,1995-02-04,9999-01-01,Engineer
224682,Shuichi,McFarlin,1964-07-06,1985-08-29,9999-01-01,Staff
224697,Petter,Champarnaud,1964-07-12,1987-02-02,9999-01-01,Senior Engineer
224716,Hitofumi,Sridhar,1964-12-08,1999-01-31,9999-01-01,Senior Staff
224753,Waiman,Osgood,1964-07-27,1993-09-14,9999-01-01,Staff
224812,Valter,Ramaiah,1964-10-18,1990-11-06,9999-01-01,Staff
224842,Hyuncheol,Dichev,1964-07-08,1989-04-03,9999-01-01,Senior Engineer
224888,Kazuhide,Demizu,1964-10-20,1999-03-06,9999-01-01,Senior Staff
224895,Vatsa,Klassen,1964-06-29,1997-01-06,9999-01-01,Engineer
224908,Aloke,Swiler,1964-09-07,1995-04-02,9999-01-01,Assistant Engineer
224934,George,Miake,1965-01-05,1988-01-02,9999-01-01,Staff
224957,Jianhao,Baik,1964-08-30,1987-12-05,9999-01-01,Senior Engineer
224964,Marc,Clouatre,1964-12-18,1992-09-29,9999-01-01,Senior Engineer
224992,Bartek,Perelgut,1964-10-14,1992-04-14,9999-01-01,Engineer
225002,Shigenori,Condotta,1964-10-11,1985-04-11,9999-01-01,Senior Engineer
225008,Shaw,Hockney,1964-07-23,1993-07-29,9999-01-01,Senior Engineer
225027,Somnath,Tischendorf,1964-10-15,2001-06-28,9999-01-01,Engineer
225028,Alper,Vrecion,1964-12-05,1990-06-23,9999-01-01,Senior Staff
225040,Spyrose,Butterworth,1964-12-12,2000-01-13,9999-01-01,Engineer
225046,Shaleah,Engberts,1964-12-19,1987-01-30,9999-01-01,Senior Engineer
225077,Dines,Kaltofen,1964-12-28,1985-02-22,9999-01-01,Staff
225082,Arie,Marrakchi,1964-08-19,1990-01-14,9999-01-01,Senior Engineer
225104,Shmuel,Swen,1964-06-13,1995-01-22,9999-01-01,Senior Engineer
225134,Waiman,Benner,1964-07-26,1991-06-05,9999-01-01,Senior Staff
225140,Sachio,Bonifati,1964-09-16,1985-12-05,9999-01-01,Technique Leader
225144,Maris,Hoppenstand,1964-06-04,2001-02-11,9999-01-01,Engineer
225183,Laurentiu,Vakili,1964-11-21,1991-01-08,9999-01-01,Senior Engineer
225235,Radhakrishnan,Murrill,1964-09-29,1986-08-17,9999-01-01,Senior Staff
225256,Zita,Dusink,1964-08-06,1987-03-12,9999-01-01,Senior Engineer
225276,Pascal,Emmart,1964-06-16,1993-10-03,9999-01-01,Senior Engineer
225278,Michaela,Greenaway,1964-09-13,2000-11-19,9999-01-01,Staff
225360,Parto,Douceur,1964-11-27,1985-11-26,9999-01-01,Senior Engineer
225380,Ingemar,Kilgour,1964-12-23,1995-12-02,9999-01-01,Senior Engineer
225414,Aiichiro,Muchinsky,1964-07-16,1994-02-20,9999-01-01,Engineer
225438,Remmert,Quaggetto,1965-01-14,1992-04-28,9999-01-01,Staff
225471,Subbu,Vidya,1964-10-19,2002-01-04,9999-01-01,Senior Engineer
225495,Sadegh,Driscoll,1964-08-05,1996-01-28,9999-01-01,Senior Engineer
225502,Mabo,Bharadwaj,1964-12-24,1993-09-18,9999-01-01,Senior Engineer
225564,Caolyn,Larfeldt,1964-08-22,1987-04-27,9999-01-01,Staff
225598,Ramachenga,Glinert,1964-11-30,1991-11-27,9999-01-01,Staff
225601,Masasuke,Genin,1965-01-13,1994-06-25,9999-01-01,Engineer
225620,Haldon,Cappelli,1964-07-26,1992-06-15,9999-01-01,Senior Engineer
225632,Lillian,Haraldson,1964-11-17,1993-08-24,9999-01-01,Technique Leader
225668,Mingzeng,Nyrup,1964-10-06,1995-09-23,9999-01-01,Staff
225669,Lokesh,Khalid,1964-10-01,1996-06-08,9999-01-01,Staff
225750,Yaghout,Porenta,1964-12-24,1998-02-08,9999-01-01,Engineer
225751,Lein,Pellegrinelli,1964-12-16,1998-08-20,9999-01-01,Assistant Engineer
225788,Ipke,Kieras,1965-01-08,1995-12-18,9999-01-01,Engineer
225823,Parto,Mukaidono,1964-11-02,1986-11-05,9999-01-01,Senior Engineer
225827,Koldo,Lovengreen,1964-10-02,1999-09-19,9999-01-01,Technique Leader
225830,Takushi,Bernini,1964-06-06,2000-07-06,9999-01-01,Senior Engineer
225836,Suzette,Sullins,1964-10-20,1989-11-30,9999-01-01,Staff
225838,Alselm,Matzov,1964-10-19,1999-10-06,9999-01-01,Senior Staff
225852,Rutger,Templeman,1964-10-03,1999-03-11,9999-01-01,Engineer
225867,Ramalingam,Remmele,1965-01-26,1999-09-03,9999-01-01,Senior Engineer
225903,Oscar,Camurati,1964-12-13,1996-07-29,9999-01-01,Senior Engineer
225934,Aral,Seuren,1964-10-18,1985-07-20,9999-01-01,Staff
225964,Mooi,Cooman,1965-01-19,1989-06-07,9999-01-01,Senior Engineer
226005,Seongbin,Ramaiah,1964-07-20,1998-04-02,9999-01-01,Staff
226022,Perla,Cheshire,1964-11-26,1998-11-25,9999-01-01,Staff
226069,Saeko,Veevers,1964-09-09,1995-06-16,9999-01-01,Senior Engineer
226119,Jiann,Azadmanesh,1964-09-21,1997-12-21,9999-01-01,Staff
226124,Zhaofang,Ossenbruggen,1964-12-30,1997-09-04,9999-01-01,Engineer
226149,Eirik,Braccini,1964-12-19,1992-06-03,9999-01-01,Senior Engineer
226167,Tadahiko,Junet,1964-11-09,1995-12-08,9999-01-01,Senior Engineer
226182,Mana,Isaak,1964-08-23,1990-07-27,9999-01-01,Senior Engineer
226190,Berna,Negoita,1964-06-07,1985-04-14,9999-01-01,Senior Engineer
226198,Leen,Azumi,1964-11-26,1994-05-26,9999-01-01,Staff
226200,Brigham,Gente,1964-07-05,1989-11-29,9999-01-01,Senior Engineer
226203,Subhash,Veccia,1964-07-03,1996-06-26,9999-01-01,Staff
226206,Vincent,Alvarado,1964-10-18,1997-03-17,9999-01-01,Senior Engineer
226214,Shem,Panienski,1964-09-04,1999-08-30,9999-01-01,Senior Engineer
226216,Giordano,Gini,1965-01-28,1993-08-14,9999-01-01,Technique Leader
226221,Martine,Randt,1964-10-28,2002-07-09,9999-01-01,Staff
226227,Herbert,Erva,1965-01-07,1986-09-06,9999-01-01,Senior Engineer
226288,Arnd,Cangellaris,1964-12-25,1994-08-20,9999-01-01,Senior Engineer
226289,Godehard,Fordan,1964-06-22,1985-06-01,9999-01-01,Senior Engineer
226290,Adhemar,Hoppenstand,1964-08-13,1995-05-05,9999-01-01,Senior Engineer
226312,Kazuhira,Zallocco,1964-08-15,1986-10-21,9999-01-01,Senior Engineer
226332,Quingbo,Maliniak,1964-06-30,1986-09-23,9999-01-01,Senior Engineer
226350,Kiam,Alencar,1964-07-28,1996-11-24,9999-01-01,Engineer
226389,Weiyi,Landherr,1964-06-19,1987-07-06,9999-01-01,Staff
226393,Sariel,Brandsma,1964-11-27,1992-11-08,9999-01-01,Technique Leader
226409,Sajjad,Suwa,1964-12-19,1992-12-11,9999-01-01,Staff
226429,Dharmaraja,Brendel,1964-12-10,1997-03-12,9999-01-01,Engineer
226510,Shounak,Chepyzhov,1964-10-06,1999-11-13,9999-01-01,Senior Engineer
226547,Fumitake,Kambil,1964-11-12,1993-02-02,9999-01-01,Senior Engineer
226565,Quingbo,Kroft,1964-07-16,1998-09-09,9999-01-01,Staff
226575,Martien,Codenie,1964-10-18,1998-10-25,9999-01-01,Engineer
226608,Odysseas,Wroclawski,1964-12-14,1993-04-25,9999-01-01,Senior Engineer
226638,Rosalie,Ibel,1964-11-19,2000-01-13,9999-01-01,Senior Engineer
226724,Dietrich,Birnbaum,1964-12-05,1996-01-27,9999-01-01,Senior Engineer
226734,Danel,Baranowski,1964-07-11,1990-12-10,9999-01-01,Staff
226759,Shirish,Crouzet,1964-07-13,1996-03-13,9999-01-01,Staff
226769,Mostafa,Akiyama,1964-07-03,1998-06-04,9999-01-01,Assistant Engineer
226784,Vatsa,Prochazka,1964-08-13,1985-06-15,9999-01-01,Staff
226823,Khun,Bondorf,1964-12-07,2001-02-12,9999-01-01,Engineer
226855,Aloke,Lukaszewicz,1964-08-03,1986-09-11,9999-01-01,Staff
226901,Wojceich,Baja,1964-10-06,1999-12-22,9999-01-01,Staff
226941,Ingmar,Boreale,1964-11-21,1995-01-15,9999-01-01,Senior Engineer
226946,Kolar,Baja,1964-10-02,1999-03-15,9999-01-01,Senior Engineer
226966,Heather,Rubsam,1964-06-25,1986-08-31,9999-01-01,Senior Engineer
226989,Eric,Gadepally,1964-09-30,1988-05-01,9999-01-01,Senior Engineer
226990,Tomofumi,Awdeh,1964-08-23,1996-09-26,9999-01-01,Staff
227012,Alexius,Stafford,1964-11-29,1985-02-18,9999-01-01,Senior Staff
227061,Kellie,Stemann,1964-09-02,1987-10-26,9999-01-01,Senior Staff
227075,Shiv,Marletta,1964-09-02,1993-02-09,9999-01-01,Senior Engineer
227079,Serif,Litzler,1964-06-19,1995-02-23,9999-01-01,Engineer
227141,Arvin,Basart,1964-07-21,1999-09-15,9999-01-01,Engineer
227151,Shaibal,Erev,1964-08-09,1991-10-22,9999-01-01,Senior Staff
227176,Ebru,Demeyer,1964-10-31,1986-01-11,9999-01-01,Staff
227192,Shuky,Gente,1964-08-06,1992-01-06,9999-01-01,Senior Engineer
227206,Mariangiola,Ohori,1964-08-10,1998-01-14,9999-01-01,Engineer
227208,Kristinn,Daescu,1964-09-16,1989-11-16,9999-01-01,Staff
227243,Shuho,Thorelli,1964-12-27,1988-04-08,9999-01-01,Senior Engineer
227246,Kamran,Rosaz,1964-11-10,1986-08-04,9999-01-01,Staff
227266,Jaewon,Malabarba,1964-07-20,1999-01-15,9999-01-01,Engineer
227279,Augustine,Maraist,1964-06-27,1994-05-30,9999-01-01,Senior Engineer
227354,Gio,Murtha,1965-01-12,1986-11-11,9999-01-01,Senior Engineer
227364,Palash,Stasinski,1964-07-21,2000-08-03,9999-01-01,Engineer
227426,Paloma,Awdeh,1964-12-04,1995-12-10,9999-01-01,Engineer
227434,Sajjan,Bouloucos,1964-12-23,1991-02-18,9999-01-01,Staff
227436,Along,Pena,1964-09-18,1988-03-13,9999-01-01,Senior Engineer
227476,Macha,Schnabel,1965-01-11,1988-05-11,9999-01-01,Senior Engineer
227481,Patricio,Peres,1964-07-12,1993-10-20,9999-01-01,Staff
227485,Kiyomitsu,Denos,1964-08-14,1999-06-15,9999-01-01,Staff
227516,Richara,Pelz,1964-11-09,1997-05-23,9999-01-01,Engineer
227519,Juichirou,Petereit,1964-09-22,1987-12-05,9999-01-01,Staff
227541,Marco,Hiyoshi,1964-08-30,2000-01-13,9999-01-01,Engineer
227631,Takahiro,Bernatsky,1964-12-05,1994-03-01,9999-01-01,Senior Engineer
227641,Krassimir,Hasham,1964-08-11,1994-07-11,9999-01-01,Senior Staff
227679,Roded,Heping,1964-11-09,1996-09-02,9999-01-01,Senior Staff
227681,Mikhail,Rousseau,1965-01-30,1998-11-30,9999-01-01,Staff
227725,Peternela,Aamodt,1964-11-26,1995-03-26,9999-01-01,Technique Leader
227748,Atilio,Lanzelotte,1964-07-02,1994-02-28,9999-01-01,Staff
227758,Fox,Guting,1964-08-15,1998-09-07,9999-01-01,Senior Staff
227768,Lenore,Worfolk,1964-12-08,1988-03-26,9999-01-01,Technique Leader
227831,Khedija,Kruskal,1964-06-18,1989-07-28,9999-01-01,Staff
227832,Lalit,Christianini,1964-06-04,1993-02-03,9999-01-01,Senior Staff
227852,Jovan,Simmen,1964-11-14,1998-01-19,9999-01-01,Engineer
227855,Rimli,Lukaszewicz,1964-11-21,1989-02-07,9999-01-01,Senior Engineer
227863,Shahid,Ducloy,1964-10-22,1985-11-01,9999-01-01,Staff
227899,Garnik,Luce,1965-01-23,1998-09-15,9999-01-01,Staff
227901,Francesca,Azuma,1965-01-26,1996-06-08,9999-01-01,Staff
227902,Arup,Meszaros,1964-10-14,1999-01-24,9999-01-01,Engineer
227952,Stevo,Perng,1964-09-20,1987-02-25,9999-01-01,Senior Staff
227953,Falguni,Swen,1964-12-16,1987-08-10,9999-01-01,Staff
227975,Atreye,Feinberg,1964-10-30,1992-10-03,9999-01-01,Senior Engineer
227982,Sampalli,Kenevan,1964-07-17,1995-03-08,9999-01-01,Staff
228022,Takahito,Bolsens,1964-12-09,1993-10-08,9999-01-01,Senior Staff
228032,Gal,Renear,1964-10-12,1995-11-02,9999-01-01,Engineer
228039,Uli,Azumi,1964-11-08,1994-06-15,9999-01-01,Senior Engineer
228063,Kokou,Matzel,1964-10-23,1985-04-06,9999-01-01,Senior Engineer
228077,Noritoshi,Lanzelotte,1964-10-17,1992-07-10,9999-01-01,Technique Leader
228081,Shmuel,Steenbeek,1964-07-08,1986-05-14,9999-01-01,Staff
228092,Anneke,Conry,1964-08-22,1999-09-16,9999-01-01,Engineer
228094,Utpal,Speek,1964-07-07,1994-04-03,9999-01-01,Senior Engineer
228098,IEEE,Kroll,1965-01-18,1998-02-17,9999-01-01,Engineer
228118,Hyuckchul,Lindenbaum,1964-08-26,1997-04-18,9999-01-01,Staff
228128,Shuky,Katiyar,1964-09-11,1989-03-19,9999-01-01,Staff
228151,Gadiel,Schreiter,1964-08-16,1990-07-07,9999-01-01,Senior Engineer
228206,Heping,Farrow,1964-08-18,1985-12-29,9999-01-01,Senior Engineer
228248,Yuriy,Plump,1965-01-09,1988-09-08,9999-01-01,Staff
228298,Niteen,Shackell,1964-12-21,1989-10-13,9999-01-01,Senior Engineer
228364,Alain,Baja,1964-12-18,1991-10-24,9999-01-01,Senior Engineer
228388,Ramzi,Wuwongse,1964-10-24,1987-07-08,9999-01-01,Technique Leader
228408,Bokyung,Debuse,1964-07-14,1989-12-15,9999-01-01,Staff
228410,Yongmao,Noriega,1964-12-31,1999-02-14,9999-01-01,Engineer
228415,Jacqueline,Improta,1964-12-07,1998-09-17,9999-01-01,Senior Engineer
228455,Lobel,Massonet,1964-12-07,1991-09-02,9999-01-01,Senior Staff
228458,Jahangir,Coorg,1964-10-14,1994-12-25,9999-01-01,Staff
228491,Toney,Beausoleil,1964-08-10,1995-07-06,9999-01-01,Senior Engineer
228508,Tesuro,Nyrup,1964-11-19,1986-02-16,9999-01-01,Staff
228510,Jongsuk,Lichtman,1964-12-21,1986-12-27,9999-01-01,Senior Engineer
228522,Luise,Straney,1964-10-08,1997-09-06,9999-01-01,Engineer
228549,Gor,Merks,1964-06-30,1999-05-03,9999-01-01,Engineer
